Institution Name,City location of institution,Institution's internet website address (HD2016),Control of institution (HD2016),State abbreviation (HD2016),Level of institution (HD2016),Degree of urbanization (Urban-centric locale) (HD2016),Institutional category (HD2016),Bachelor's degree (IC2007),Full-time retention rate  2015 (EF2015D),Grand total (C2016_A  First major  Grand total  Bachelor's degree),AgeDiversityIndex,GenderDiversityIndex,RaceDiversityIndex,IncomeDiversityIndex,MajorDiversityIndex,SAT_ACT_DiversityIndex,InstateOutstateDiversityIndex,Average Graduation rate - bachelor's degree within 200% of normal time (GR200_15),AdmissionsDiversityIndex,ApplicantsDiversityIndex
SUNY at Fredonia,Fredonia,www.fredonia.edu,1,NY,1,32,2,1,78,1031,0.079511611,0.492955693,0.380819605,0.458559377,0.858095369,0.043237486,0.484933889,176,0.444437454,0.482761378
The University of Texas of the Permian Basin,Odessa,www.utpb.edu,1,TX,1,12,2,1,71,746,0.378252632,0.49296192,0.670550841,0.464968997,0.829297821,0.107660304,0.499642603,70,0.939885372,0.499169524
Troy University,Troy,www.troy.edu,1,AL,1,33,2,1,79,2227,0.491752775,0.478541045,0.635422581,0.457095097,0.832398733,0.119299991,0.48737136,89,0.776731932,0.488024842
University of Colorado Colorado Springs,Colorado Springs,www.uccs.edu,1,CO,1,11,2,1,68,1675,0.387500147,0.499644404,0.536313934,0.460237649,0.859153904,0.112679946,0.483705455,121,0.544453158,0.491048776
University of Denver,Denver,www.du.edu,2,CO,1,11,2,1,86,1237,0.102223561,0.4973752,0.520680307,0.453457746,0.822661733,0.092779829,0.500004014,223,-0.104744168,0.49544699
University of Mary Hardin-Baylor,Belton,www.umhb.edu,2,TX,1,23,2,1,69,622,0.280410196,0.464913678,0.655334062,0.467991306,0.787528868,0.083051203,0.500006499,124,-0.946629218,0.448658312
University of Mary Washington,Fredericksburg,www.umw.edu,1,VA,1,22,2,1,82,999,0.174834281,0.462167061,0.494676461,0.456991893,0.885257527,0.080150505,0.475751487,214,-0.216107322,0.453682073
University of Minnesota-Morris,Morris,www.morris.umn.edu/,1,MN,1,33,2,1,77,353,0.071627823,0.49626766,0.584698276,0.454104297,0.810681037,0.086870299,0.499174491,177,0.233947397,0.490476603
University of North Alabama,Florence,www.una.edu,1,AL,1,13,2,1,76,1013,0.247211449,0.486007902,0.481345374,0.462373894,0.830193941,0.120573468,0.490413183,87,0.824417888,0.475220664
University of San Francisco,San Francisco,https://www.usfca.edu,2,CA,1,11,2,1,83,1695,0.166805528,0.471399587,0.808607999,0.449660616,0.771357126,0.090491224,0.500003913,196,-0.637019724,0.449814397
University of Washington-Bothell Campus,Bothell,www.uwb.edu,1,WA,1,21,2,1,84,1495,0.363090877,0.500099149,0.728111379,0.460061291,0.830151879,0.085874549,0.450394558,181,0.78242581,0.499452793
University of Wisconsin-La Crosse,La Crosse,www.uwlax.edu,1,WI,1,13,2,1,85,1869,0.080545981,0.492305688,0.207678042,0.456909478,0.847301998,0.103656775,0.480541138,171,0.649875465,0.473503813
University of Wisconsin-Parkside,Kenosha,https://www.uwp.edu,1,WI,1,22,2,1,74,691,0.355830036,0.498824924,0.504899151,0.4625644,0.827996147,0.087881924,0.484657512,74,0.858864528,0.48969384
Valdosta State University,Valdosta,www.valdosta.edu,1,GA,1,13,2,1,70,1623,0.273544257,0.483593633,0.588684802,0.453736423,0.851046625,0.076060155,0.478768865,98,0.806194158,0.46833797
Walla Walla University,College Place,www.wallawalla.edu,2,WA,1,23,2,1,76,327,0.141704249,0.500299196,0.485552758,0.460819485,0.801604278,0.088879012,0.500006556,109,0.663914936,0.489541996
Winthrop University,Rock Hill,www.winthrop.edu,1,SC,1,13,2,1,77,959,0.136603849,0.438182659,0.547474532,0.458451075,0.833178351,0.043151672,0.480551706,148,0.003129479,0.420118971
Adrian College,Adrian,www.adrian.edu,2,MI,1,32,2,1,71,303,0.025312495,0.49864254,0.484011281,0.460943097,0.810394031,0.113511897,0.50000493,146,0.300457506,0.478738518
American University,Washington,WWW.AMERICAN.EDU,2,DC,1,11,2,1,88,1786,0.053614352,0.469132474,0.71374337,0.439730251,0.733787253,0.089182825,0.500004015,236,0.197547333,0.461307949
Arizona State University-West,Glendale,www.asu.edu/,1,AZ,1,11,2,1,85,924,0.411443446,0.477939066,0.655932673,0.457742581,0.844260893,0.114845826,0.47281735,150,0.786866368,0.458400993
Azusa Pacific University,Azusa,www.apu.edu,2,CA,1,21,2,1,88,1692,0.175855222,0.453529071,0.734492477,0.4625077,0.792458115,0.118681273,0.500004943,179,-0.02707316,0.44118102
Belmont University,Nashville,www.belmont.edu,2,TN,1,11,2,1,83,1373,0.123398901,0.472348686,0.379339759,0.460345282,0.691708354,0.118800183,0.500005116,193,-0.001484604,0.427380196
Bethel College-Indiana,Mishawaka,www.bethelcollege.edu,2,IN,1,13,2,1,78,357,0.401138817,0.454840876,0.392248248,0.472309579,0.829853441,0.083459257,0.500006467,179,0.052676249,0.461130353
Black Hills State University,Spearfish,www.bhsu.edu,1,SD,1,32,2,1,63,497,0.381682408,0.459238665,0.322990654,0.473377449,0.776647762,0.078941393,0.497745343,76,0.806118244,0.489184282
Carroll University,Waukesha,www.carrollu.edu,2,WI,1,13,2,1,82,586,0.148331864,0.45658968,0.308702517,0.45723039,0.815783297,0.128867308,0.500005796,159,0.22285554,0.458236616
Chicago State University,Chicago,www.csu.edu,1,IL,1,11,2,1,58,602,0.489628511,0.414094596,0.490328274,0.477671032,0.838997647,0.095386001,0.492485885,51,0.558479682,0.460794515
Coastal Carolina University,Conway,www.coastal.edu,1,SC,1,13,2,1,65,1581,0.138919138,0.497911987,0.482199046,0.471143315,0.845004797,0.042349416,0.475553136,120,0.316439755,0.492927281
Columbus State University,Columbus,www.columbusstate.edu,1,GA,1,12,2,1,71,1055,0.421997932,0.479206581,0.591009413,0.458331396,0.815159355,0.084993341,0.479919522,76,0.865950224,0.479539101
Creighton University,Omaha,https://www.creighton.edu,2,NE,1,11,2,1,90,947,0.115031357,0.490777141,0.474906506,0.45860344,0.81900717,0.093565205,0.500004789,220,-0.096084856,0.491114926
CUNY York College,Jamaica,www.york.cuny.edu,1,NY,1,11,2,1,74,1067,0.399047506,0.453252909,0.730474822,0.460036407,0.807955208,0.131312103,0.495600667,63,0.407845133,0.480390111
Drexel University,Philadelphia,www.drexel.edu,2,PA,1,11,2,1,84,3657,0.272990573,0.49837952,0.664665884,0.455326279,0.789456476,0.043733489,0.500003503,169,0.406910916,0.499601853
Eastern Mennonite University,Harrisonburg,www.emu.edu,2,VA,1,13,2,1,73,372,0.383963695,0.457630805,0.441281882,0.474871564,0.592334495,0.113117773,0.500005252,177,0.227896604,0.482995461
Fairleigh Dickinson University-Metropolitan Campus,Teaneck,www.fdu.edu,2,NJ,1,21,2,1,74,940,0.356383625,0.492864749,0.785353129,0.451005159,0.821135181,0.039388612,0.50000454,128,0.514924693,0.468505435
Fairmont State University,Fairmont,www.fairmontstate.edu/,1,WV,1,32,2,1,65,665,0.34770676,0.494149495,0.252696985,0.468078538,0.809605662,0.113626041,0.4871947,84,0.683098244,0.48650133
Fayetteville State University,Fayetteville,www.uncfsu.edu,1,NC,1,12,2,1,79,954,0.493121301,0.434370828,0.560313515,0.473341047,0.828471122,0.085802569,0.46452036,78,0.511747742,0.460706365
Grambling State University,Grambling,www.gram.edu,1,LA,1,32,2,1,69,513,0.358544932,0.489494033,0.165551747,0.47933034,0.880955998,0.085270986,0.488870817,74,0.785800653,0.478120888
Henderson State University,Arkadelphia,www.hsu.edu,1,AR,1,32,2,1,58,505,0.253339391,0.490306646,0.501502147,0.463293873,0.829993536,0.116920701,0.490287701,74,0.455714015,0.485750952
Hofstra University,Hempstead,www.hofstra.edu,2,NY,1,21,2,1,80,1381,0.081125809,0.496753533,0.668518538,0.438580999,0.831022235,0.08816088,0.500004154,175,-0.698798004,0.482834189
Hope College,Holland,www.hope.edu,2,MI,1,13,2,1,88,827,0.035898995,0.478847309,0.299868582,0.456592262,0.872606714,0.114885223,0.500005703,225,0.145987556,0.472425223
Lee University,Cleveland,www.leeuniversity.edu,2,TN,1,13,2,1,79,815,0.330991158,0.48509936,0.43777359,0.454976922,0.852369587,0.121166225,0.500008333,143,0.684792848,0.437034838
Lehigh University,Bethlehem,www.lehigh.edu,2,PA,1,13,2,1,95,1229,0.010197821,0.494031079,0.601237558,0.44093635,0.745707757,0.044005494,0.500003964,246,0.673704883,0.490701553
Mississippi College,Clinton,www.mc.edu,2,MS,1,21,2,1,79,579,0.244911547,0.481649509,0.615342247,0.469930171,0.854143118,0.114003687,0.500008074,142,0.600964592,0.478320667
Norfolk State University,Norfolk,www.nsu.edu,1,VA,1,12,2,1,72,991,0.404089666,0.465360384,0.306726534,0.47584391,0.873284637,0.027783777,0.482040853,98,0.653053706,0.476255025
Northwest Nazarene University,Nampa,www.nnu.edu,2,ID,1,22,2,1,77,335,0.409498865,0.489202294,0.389144653,0.470916105,0.846435344,0.0834491,0.500006384,130,0.551429734,0.446940791
Northwestern State University of Louisiana,Natchitoches,www.nsula.edu/,1,LA,1,33,2,1,72,1176,0.383372923,0.438615361,0.574047614,0.466591963,0.81870323,0.113844023,0.479287064,98,0.680583975,0.455908464
Regis University,Denver,www.regis.edu/,2,CO,1,11,2,1,79,1225,0.497507245,0.478046453,0.601671823,0.473857535,0.761006419,0.082097152,0.50000508,159,0.203754717,0.459911303
Saint Peter's University,Jersey City,www.saintpeters.edu,2,NJ,1,11,2,1,81,381,0.28765098,0.471291522,0.785001505,0.451161691,0.842918829,0.026255238,0.500004767,142,-0.153048852,0.469948273
Salisbury University,Salisbury,www.salisbury.edu,1,MD,1,23,2,1,82,1967,0.150013202,0.490224249,0.48008934,0.456545494,0.868475119,0.08816088,0.489432693,183,0.517167176,0.485140676
Samford University,Birmingham,www.samford.edu,2,AL,1,21,2,1,89,757,0.098206568,0.457793717,0.350200519,0.453166886,0.786164427,0.084752829,0.500005568,188,-0.109625088,0.44617176
Taylor University,Upland,https://www.taylor.edu,2,IN,1,32,2,1,87,453,0.056651209,0.493095014,0.288735596,0.440489455,0.848262165,0.096326903,0.500005745,213,0.526658204,0.484796156
Texas A & M International University,Laredo,www.tamiu.edu/,1,TX,1,11,2,1,76,1066,0.257395473,0.481733808,0.138692012,0.459889546,0.846505031,0.07184327,0.476753009,113,0.649096706,0.486415864
Texas A & M University-Corpus Christi,Corpus Christi,www.tamucc.edu,1,TX,1,11,2,1,59,1591,0.266453139,0.483618435,0.63704708,0.45693152,0.825908576,0.084370759,0.482016618,108,0.355777571,0.472981692
University of Alabama in Huntsville,Huntsville,www.uah.edu,1,AL,1,12,2,1,80,1062,0.349493729,0.489250226,0.506246734,0.457920707,0.791106475,0.119151938,0.484000528,117,0.851090333,0.496200577
University of Houston-Downtown,Houston,www.uhd.edu,1,TX,1,11,2,1,66,2578,0.499636922,0.478372069,0.72787019,0.461388523,0.702262022,0.105977261,0.495600667,37,0.906562169,0.480940063
University of Indianapolis,Indianapolis,uindy.edu,2,IN,1,11,2,1,75,829,0.311693147,0.461969403,0.468915938,0.459315124,0.772585403,0.081634619,0.50000602,159,-0.281100002,0.467342726
University of New Orleans,New Orleans,www.uno.edu,1,LA,1,11,2,1,62,1164,0.404287688,0.500068585,0.654726306,0.462211759,0.841487443,0.109100946,0.472911532,82,0.861047539,0.491447329
University of North Georgia,Dahlonega,www.ung.edu,1,GA,1,31,2,1,81,1689,0.238220276,0.494526754,0.392169717,0.453647414,0.827876759,0.111643751,0.484129644,132,0.76653678,0.494839433
University of Redlands,Redlands,www.redlands.edu,2,CA,1,13,2,1,85,873,0.350767511,0.493015158,0.71208506,0.445922938,0.718638422,0.115630523,0.500003847,210,0.344975118,0.493366278
University of Richmond,University of Richmond,www.richmond.edu,2,VA,1,12,2,1,93,818,0.163548551,0.496737225,0.599751095,0.450059172,0.722130372,0.029961247,0.500003966,253,0.413832137,0.487651711
University of Scranton,Scranton,www.scranton.edu,2,PA,1,13,2,1,88,910,0.065256451,0.487143905,0.361940473,0.448150006,0.800157147,0.042371372,0.500004195,239,-0.357431188,0.46947097
University of the Pacific,Stockton,www.pacific.edu,2,CA,1,11,2,1,85,846,0.103775215,0.49951866,0.765585879,0.446182106,0.834356411,0.080741655,0.500004006,170,-0.457194208,0.482844843
Valley City State University,Valley City,www.vcsu.edu,1,ND,1,33,2,1,71,241,0.352832036,0.478713926,0.293422651,0.467460979,0.857887713,0.089053496,0.480999169,116,0.869987907,0.500870338
Worcester State University,Worcester,www.worcester.edu,1,MA,1,12,2,1,77,1115,0.317914792,0.482368808,0.486522132,0.46627637,0.833922074,0.079278875,0.494150959,136,0.654240414,0.462113377
Yale University,New Haven,www.yale.edu,2,CT,1,12,2,1,99,1395,0.013646347,0.499822665,0.712227141,0.446109933,0.862182469,0.02831435,0.500003626,286,0.86229728,0.498766165
Adelphi University,Garden City,www.adelphi.edu/,2,NY,1,21,2,1,84,1381,0.238385929,0.432190064,0.66390088,0.462147196,0.785729662,0.085551332,0.500004657,179,-0.781001722,0.45307677
Alcorn State University,Alcorn State,www.alcorn.edu,1,MS,1,43,2,1,76,388,0.310838967,0.460580261,0.164656263,0.478091443,0.845263377,0.107215618,0.500011041,89,0.161443956,0.477270514
Arcadia University,Glenside,https://www.arcadia.edu,2,PA,1,21,2,1,79,496,0.117065551,0.429565836,0.528736084,0.455545768,0.876256265,0.081428808,0.500004384,175,0.1874093,0.428182197
Armstrong State University,Savannah,www.armstrong.edu,1,GA,1,12,2,1,70,1047,0.41423882,0.44656662,0.591663884,0.471195854,0.717352461,0.10999607,0.48029329,80,0.760626325,0.431746606
Brandeis University,Waltham,www.brandeis.edu/,2,MA,1,13,2,1,92,915,0.019207905,0.490791744,0.721140957,0.439627031,0.861278491,0.089714577,0.50000367,266,0.254239099,0.478607116
Case Western Reserve University,Cleveland,www.case.edu,2,OH,1,11,2,1,94,1137,0.029625867,0.495000519,0.696605805,0.460608756,0.881474057,0.090525075,0.500003943,226,0.342008951,0.497357022
Claremont McKenna College,Claremont,www.cmc.edu,2,CA,1,21,2,1,95,279,0.010494503,0.500121435,0.759279871,0.440015625,0.662172572,0.080336222,0.500003603,270,0.727256237,0.494606101
College of William and Mary,Williamsburg,www.wm.edu,1,VA,1,23,2,1,95,1631,0.026620113,0.491713031,0.603249209,0.440227426,0.87143788,0.08214639,0.474425713,264,0.462723262,0.46674259
Concordia University-Wisconsin,Mequon,www.cuw.edu,2,WI,1,21,2,1,76,691,0.459298987,0.458902714,0.515070059,0.468233492,0.697681911,0.083126637,0.500005871,146,0.627534629,0.484949287
Dominican University,River Forest,www.dom.edu/,2,IL,1,21,2,1,79,420,0.203082491,0.448579688,0.677430452,0.461028455,0.849504662,0.081187106,0.500005698,177,-0.424549961,0.445508661
Dordt College,Sioux Center,www.dordt.edu,2,IA,1,33,2,1,81,304,0.03128691,0.499572213,0.467934469,0.467358322,0.750864639,0.082564165,0.500005882,178,0.705301953,0.483559325
Florida Southern College,Lakeland,www.flsouthern.edu,2,FL,1,12,2,1,80,512,0.176478589,0.458706352,0.459971037,0.466527374,0.845718398,0.083873049,0.500005353,164,-0.283683758,0.448395728
Fordham University,Bronx,www.fordham.edu,2,NY,1,11,2,1,91,1969,0.129466417,0.492042401,0.66967225,0.441043742,0.841950473,0.091374986,0.500003586,238,-0.586488238,0.478503804
Fort Valley State University,Fort Valley,www.fvsu.edu,1,GA,1,31,2,1,78,428,0.298213538,0.488902714,0.14807452,0.472352659,0.881711399,0.109420997,0.500012473,70,0.726108744,0.47288169
Framingham State University,Framingham,www.framingham.edu/,1,MA,1,13,2,1,74,969,0.272044711,0.466667857,0.472294008,0.451862103,0.831065896,0.028059938,0.494081146,136,0.19941934,0.470173828
George Fox University,Newberg,www.georgefox.edu,2,OR,1,31,2,1,81,559,0.235346815,0.492871281,0.49785712,0.469985471,0.717772189,0.087907448,0.500005282,180,0.357316756,0.482666609
Hampton University,Hampton,www.hamptonu.edu,2,VA,1,12,2,1,81,636,0.126034409,0.450517887,0.173815258,0.464302985,0.81607908,0.094029334,0.500006439,190,-1.621502516,0.438324398
Harding University,Searcy,www.harding.edu,2,AR,1,32,2,1,85,887,0.105139978,0.494721854,0.322116027,0.457888758,0.845619525,0.119089531,0.500008619,166,0.840100481,0.493394037
Hiram College,Hiram,WWW.HIRAM.EDU,2,OH,1,31,2,1,66,279,0.282661336,0.499420961,0.511879036,0.45635701,0.797733025,0.081607969,0.5000054,190,0.551582829,0.468462538
Illinois State University,Normal,illinoisstate.edu/,1,IL,1,22,2,1,82,4385,0.104686626,0.495234169,0.399299888,0.45247782,0.822679921,0.091439429,0.486469561,191,0.611839501,0.475868654
Longwood University,Farmville,www.longwood.edu,1,VA,1,33,2,1,80,931,0.092029407,0.436821427,0.410350348,0.462773175,0.876913573,0.039770528,0.476378289,170,-0.116440338,0.443258886
Luther College,Decorah,www.luther.edu,2,IA,1,33,2,1,85,562,0.025355215,0.494982444,0.295703865,0.46451835,0.88675535,0.084636629,0.500004753,219,0.238221877,0.493691301
Marist College,Poughkeepsie,www.Marist.edu,2,NY,1,21,2,1,91,1246,0.129219808,0.483551865,0.477800398,0.455470943,0.785574438,0.08816088,0.500004738,231,0.442984107,0.472897446
Metropolitan State University,Saint Paul,www.metrostate.edu,1,MN,1,11,2,1,72,1924,0.415848349,0.492101253,0.654051212,0.468214661,0.703709443,0.08816088,0.495600667,83,0.98999122,0.462521008
Mississippi University for Women,Columbus,www.muw.edu,1,MS,1,33,2,1,75,739,0.42210241,0.315236544,0.53885859,0.480869112,0.525281284,0.101349156,0.475552102,106,0.319474096,0.35580666
New Jersey City University,Jersey City,www.njcu.edu,1,NJ,1,11,2,1,74,1355,0.46675154,0.481640111,0.767172791,0.467952476,0.844445063,0.133912147,0.491240445,77,0.762663467,0.485053754
North Carolina Central University,Durham,www.nccu.edu,1,NC,1,11,2,1,80,1092,0.3366569,0.445912956,0.415855228,0.466601558,0.858015437,0.076883053,0.474840905,97,-0.027649621,0.450407867
Oral Roberts University,Tulsa,oru.edu,2,OK,1,11,2,1,80,522,0.233073714,0.488013443,0.725123833,0.456553655,0.810978158,0.111699938,0.500006288,149,0.665985912,0.47596397
Otterbein University,Westerville,www.otterbein.edu,2,OH,1,21,2,1,81,444,0.150103973,0.474132844,0.405476947,0.462852496,0.825880959,0.089721038,0.500005442,170,0.158901939,0.472750204
Pennsylvania State University-Penn State Erie-Behrend College,Erie,behrend.psu.edu/,1,PA,1,22,2,1,85,676,0.14803979,0.455503444,0.366066974,0.467475167,0.659563944,0.087541146,0.494054644,186,0.711334136,0.491583285
Pepperdine University,Malibu,www.pepperdine.edu/,2,CA,1,21,2,1,94,870,0.131545669,0.483575183,0.750500277,0.447515674,0.807263457,0.091632855,0.500003658,231,0.184375353,0.448921318
Rice University,Houston,www.rice.edu,2,TX,1,11,2,1,97,1002,0.010686729,0.498629761,0.75849693,0.44579962,0.849882293,0.090349322,0.500004131,262,0.678000164,0.4990862
Saginaw Valley State University,University Center,www.svsu.edu,1,MI,1,22,2,1,72,1324,0.285730947,0.489377018,0.476946546,0.463752659,0.836690586,0.086091859,0.473374948,93,0.573837458,0.485446991
Saint Ambrose University,Davenport,www.sau.edu,2,IA,1,12,2,1,79,647,0.251355895,0.492144875,0.358760031,0.461147873,0.820117591,0.084894268,0.500005747,170,0.505493782,0.493617015
Saint Anselm College,Manchester,www.anselm.edu,2,NH,1,22,2,1,90,433,0.029813459,0.479026524,0.304183702,0.450931819,0.862444713,0.08816088,0.500004523,219,-0.029338311,0.488807123
Saint Louis University,Saint Louis,www.slu.edu,2,MO,1,11,2,1,90,1855,0.153540141,0.483827111,0.476361903,0.460898113,0.733057508,0.119757386,0.500004463,201,0.50778027,0.490308653
Saint Mary's College of California,Moraga,www.stmarys-ca.edu,2,CA,1,21,2,1,88,686,0.151548878,0.480971592,0.722300419,0.439423006,0.836205177,0.087644584,0.500003965,171,-0.195030945,0.457699247
Santa Clara University,Santa Clara,www.scu.edu,2,CA,1,12,2,1,95,1353,0.018765599,0.499985238,0.75855139,0.436445199,0.794757017,0.0432502,0.500003786,246,0.226805368,0.497573661
Simmons College,Boston,www.simmons.edu,2,MA,1,11,2,1,85,475,0.213135534,0.009142689,0.544813145,0.463199595,0.716922546,0.082099657,0.500004392,210,-0.992292481,0
Simpson College,Indianola,www.simpson.edu,2,IA,1,31,2,1,81,413,0.264577281,0.49704882,0.252500517,0.462308994,0.838433201,0.114167496,0.500005168,185,0.600844646,0.499315438
Southern Arkansas University Main Campus,Magnolia,https://www.saumag.edu,1,AR,1,33,2,1,62,443,0.238000264,0.492077646,0.610900374,0.4578278,0.827452974,0.117245658,0.497009454,76,0.582450201,0.485226831
Southern Oregon University,Ashland,www.sou.edu,1,OR,1,22,2,1,72,785,0.360043179,0.482560577,0.666767537,0.45935696,0.832897538,0.114972045,0.47516194,93,0.679532937,0.458881578
Southwest Minnesota State University,Marshall,www.smsu.edu,1,MN,1,33,2,1,68,489,0.13794836,0.482648778,0.264192138,0.466581296,0.724584505,0.085040585,0.500012262,110,0.928359646,0.500020246
Spring Arbor University,Spring Arbor,www.arbor.edu,2,MI,1,23,2,1,79,691,0.47923173,0.434713893,0.42208226,0.467573007,0.671451301,0.108615281,0.500006484,147,0.529684388,0.439282918
SUNY College at Geneseo,Geneseo,www.geneseo.edu/,1,NY,1,32,2,1,89,1251,0.035187692,0.48120218,0.441673615,0.451259393,0.863584315,0.04323117,0.485452499,225,0.014288647,0.476091934
SUNY College at Potsdam,Potsdam,www.potsdam.edu,1,NY,1,33,2,1,75,713,0.101625272,0.490717818,0.540328242,0.443900738,0.88499188,0.08816088,0.484885955,134,0.229225617,0.484601464
The University of Tampa,Tampa,www.ut.edu,2,FL,1,11,2,1,75,1457,0.106890304,0.487753338,0.632474531,0.452396603,0.800548499,0.088422023,0.500005853,174,-0.159726783,0.45527409
Truman State University,Kirksville,www.truman.edu,1,MO,1,33,2,1,89,1140,0.029954435,0.485399931,0.357346378,0.455609922,0.88024059,0.112374038,0.490928879,198,0.611276443,0.473018591
University of Portland,Portland,https://www1.up.edu,2,OR,1,11,2,1,92,914,0.050651377,0.485447878,0.598987366,0.455307722,0.815557801,0.079954426,0.500004239,221,-0.707777965,0.451934978
University of San Diego,San Diego,www.sandiego.edu,2,CA,1,11,2,1,87,1345,0.089787517,0.496152271,0.676260655,0.445400327,0.773463582,0.092768347,0.500003943,215,0.054394789,0.479534718
University of West Georgia,Carrollton,www.westga.edu,1,GA,1,31,2,1,72,1685,0.201043459,0.465435276,0.588564336,0.456302735,0.828097118,0.111197828,0.481889308,106,0.658875663,0.470757808
University of Wisconsin-River Falls,River Falls,www.uwrf.edu,1,WI,1,32,2,1,74,1165,0.194890689,0.477213678,0.233237337,0.463948628,0.867043682,0.094381137,0.485566049,127,0.707274092,0.476233417
Valparaiso University,Valparaiso,www.valpo.edu,2,IN,1,21,2,1,82,738,0.101182974,0.499744136,0.580636487,0.458841732,0.854006258,0.086730225,0.500004884,198,0.113330954,0.498471281
Wartburg College,Waverly,www.wartburg.edu,2,IA,1,32,2,1,80,392,0.025702803,0.499134204,0.389893902,0.464801405,0.794013744,0.089046959,0.500004976,185,0.42769835,0.500185134
Western New England University,Springfield,www1.wne.edu,2,MA,1,12,2,1,78,606,0.095923743,0.477265824,0.503953638,0.463150553,0.792988149,0.043787159,0.500004865,173,0.394007815,0.481107869
Wilkes University,Wilkes-Barre,www.wilkes.edu,2,PA,1,13,2,1,77,577,0.183507503,0.499336044,0.394355383,0.457914924,0.821586633,0.079809648,0.500004825,164,0.462879494,0.498316302
Alabama State University,Montgomery,www.alasu.edu,1,AL,1,12,2,1,60,616,0.175858797,0.472955364,0.181909369,0.460024437,0.875380039,0.108398935,0.48874304,63,0.103251014,0.454290019
Albany State University,Albany,https://www.asurams.edu/,1,GA,1,13,2,1,78,546,0.330702252,0.451498979,0.209461541,0.458619582,0.806566607,0.107384906,0.474129926,104,0.450717592,0.418432354
Arkansas Tech University,Russellville,www.atu.edu,1,AR,1,33,2,1,71,1411,0.334399954,0.495701185,0.407475027,0.471162178,0.825109429,0.08816088,0.492077489,106,0.824488234,0.497477654
Augusta University,Augusta,www.augusta.edu,1,GA,1,12,2,1,75,909,0.355034336,0.459945952,0.640969518,0.466426551,0.802215712,0.115751106,0.465483165,69,0.75509748,0.445080071
Barry University,Miami,www.barry.edu,2,FL,1,21,2,1,65,962,0.492836469,0.474789398,0.78237085,0.466550649,0.808311919,0.106684543,0.500005454,97,0.449843582,0.436157083
Bellarmine University,Louisville,www.bellarmine.edu,2,KY,1,11,2,1,81,573,0.10813947,0.455657175,0.312801235,0.450129664,0.806144347,0.117003837,0.500004326,186,-1.045565438,0.444784035
Bradley University,Peoria,www.bradley.edu,2,IL,1,12,2,1,86,1098,0.072010949,0.499946143,0.614054748,0.446441471,0.833087881,0.117459401,0.500005486,207,0.171633888,0.488899358
Carthage College,Kenosha,www.carthage.edu,2,WI,1,22,2,1,77,608,0.148401019,0.497026242,0.437800392,0.459597208,0.824802229,0.112050537,0.50000455,185,-0.121136431,0.485772931
Colorado Mesa University,Grand Junction,www.coloradomesa.edu,1,CO,1,13,2,1,70,980,0.330612087,0.497340303,0.474389049,0.469218956,0.852797335,0.108962478,0.480565695,81,0.669338107,0.497273606
Columbia College,Columbia,www.columbiasc.edu/,2,SC,1,12,2,1,76,258,0.500334964,0.354268433,0.58107246,0.457742581,0.867973856,0.113738473,0.500005928,117,0.180584698,0
Drury University,Springfield,www.drury.edu,2,MO,1,12,2,1,84,679,0.495881315,0.49441462,0.346910821,0.462769546,0.852404042,0.109913943,0.500006521,142,0.886918822,0.498694562
Fairfield University,Fairfield,fairfield.edu,2,CT,1,21,2,1,89,939,0.090248037,0.480721054,0.475058296,0.440167506,0.788261028,0.08816088,0.500003985,243,-0.279767053,0.481724273
Ferrum College,Ferrum,www.ferrum.edu,2,VA,1,42,2,1,55,228,0.068131618,0.495174393,0.612113673,0.453127861,0.855404691,0.074384102,0.500005497,85,0.29925465,0.499059818
Gallaudet University,Washington,www.gallaudet.edu,2,DC,1,11,2,1,67,247,0.408688584,0.499119586,0.715010468,0.471473948,0.641616045,0.114263657,0.500006903,115,0.913202537,0.50108326
Harvard University,Cambridge,www.harvard.edu,2,MA,1,12,2,1,98,1810,0.327328451,0.499931558,0.735027585,0.441984846,0.862950733,0.088527604,0.500003737,282,0.945230832,0.498969044
Hood College,Frederick,www.hood.edu,2,MD,1,13,2,1,75,317,0.210028889,0.469019109,0.558945642,0.46507882,0.872380952,0.08816088,0.500004713,188,0.163136926,0.485650838
Houghton College,Houghton,www.houghton.edu,2,NY,1,43,2,1,84,224,0.11317098,0.461737599,0.417768056,0.462550022,0.61234516,0.117704631,0.500005822,212,0.288857492,0.457742787
Kentucky State University,Frankfort,www.kysu.edu,1,KY,1,32,2,1,60,276,0.360680031,0.485723586,0.627305166,0.459741027,0.899567999,0.076723723,0.476610979,45,-0.249371688,0.473611067
La Roche College,Pittsburgh,www.laroche.edu,2,PA,1,21,2,1,78,298,0.363581443,0.492959059,0.581317736,0.469930749,0.830397404,0.087175526,0.500006016,123,0.552465336,0.500075695
La Sierra University,Riverside,https://lasierra.edu,2,CA,1,11,2,1,78,256,0.189008813,0.487239244,0.745418645,0.466149587,0.858646132,0.075207793,0.500005599,156,0.049160917,0.454716057
Lenoir-Rhyne University,Hickory,www.lr.edu,2,NC,1,13,2,1,64,277,0.170253105,0.488195784,0.532655934,0.466712063,0.84188061,0.053514306,0.500005067,138,-0.615980092,0.473589046
Lewis-Clark State College,Lewiston,www.lcsc.edu,1,ID,1,13,2,1,57,541,0.463073745,0.466726629,0.339444259,0.47584391,0.82240431,0.115301311,0.469062287,62,0.825821598,0.493357353
